Date,VaR 99%,VaR 95%,VaR 90%
2019-07-05,2.3177877067305133,1.3863773751320598,0.95593718015636
2019-07-08,2.3569048306514464,1.4065460879090472,0.9713233205938453
2019-07-09,2.273535449842996,1.3570292363101557,0.9357515437099923
2019-07-10,2.3322157505472823,1.3954940742227413,0.9627329337845165
2019-07-11,2.2198268484660337,1.3281135908996715,0.914392739883911
2019-07-12,2.1702477395027637,1.2975784234089773,0.8929084063259669
2019-07-15,2.0815326326404815,1.2433836141526236,0.85381593210687
2019-07-16,2.115484248779446,1.2499736629551255,0.8584278793858481
2019-07-17,2.1196500493591173,1.2520355124877525,0.8599735945763691
2019-07-18,2.030329014684632,1.20012566676204,0.8224668452485357
2019-07-19,2.2025261838824446,1.3046476048864009,0.8977788090808984
2019-07-22,2.246761178417231,1.335518720131437,0.9195224590778827
2019-07-23,2.1993419505803717,1.3100017856811934,0.900962435213803
2019-07-24,2.19939743734783,1.3031272580690625,0.8952648743091192
2019-07-25,2.3969017998213973,1.4229468261444556,0.9878438207256854
2019-07-26,2.489391159531753,1.4797919373057422,1.0284642574106797
2019-07-29,2.381574100192345,1.4225601846558358,0.9871026097522393
2019-07-30,2.3128759239435253,1.3906681667074714,0.9640754237749705
2019-07-31,2.6015593914952118,1.58321185257952,1.106733908274998
2019-08-01,2.519083380378514,1.550038126976427,1.0833781696255929
2019-08-02,2.803416331809256,1.7298026202340893,1.213703867141415
2019-08-05,4.75252981300119,2.8753500506640117,2.0393814275072115
2019-08-06,4.560875182405034,2.7577738193076136,1.9555060729463585
2019-08-07,4.185983432279041,2.5259625520505637,1.7916570780878063
2019-08-08,4.47644622219016,2.7063797575417583,1.9182288298666035
2019-08-09,4.2686595258228905,2.5778423776922756,1.8272607690271445
2019-08-12,4.119598284924469,2.4861523376827224,1.761526841560685
2019-08-13,4.376136539313046,2.6440086724806546,1.8746439028085466
2019-08-14,5.242053810254259,3.1825023432789274,2.2645126341793325
2019-08-15,4.784700709347204,2.8989756699100435,2.055961375269267
2019-08-16,4.646443443623248,2.8139023629947797,1.9947712966066282
2019-08-19,4.504076258311448,2.727577630513878,1.9258300200789638
2019-08-20,4.213952741624482,2.5479845113642705,1.7986349091564215
2019-08-21,3.9530119302806184,2.3867854694534665,1.6839012512639282
2019-08-22,3.660689059975769,2.206899323415686,1.5547260823145628
2019-08-23,4.815177687554558,2.915321866480185,2.069168028823518
2019-08-26,4.634293889574411,2.8035942498137008,1.9881124695592656
2019-08-27,4.251195540802471,2.5681158384549017,1.8194334101533147
2019-08-28,3.9065666885686197,2.356371387305361,1.6655860425080613
2019-08-29,3.882903007964182,2.3420564462747815,1.6555592532612526
2019-08-30,3.5832984021949703,2.157818717863658,1.5231836535648764
2019-09-03,3.528288667376122,2.125011825957295,1.4952375550998087
2019-09-04,3.545820614559587,2.1362017226042638,1.503041625910474
2019-09-05,3.7531502800768015,2.2648273422867717,1.5950140284628695
2019-09-06,3.4666148444317204,2.088348470445839,1.4682189293091323
2019-09-09,3.2266540345992105,1.9404396374052117,1.3618336040490848
2019-09-10,3.0120675938141965,1.8083607586273642,1.2667665874462508
2019-09-11,2.9321404282395065,1.7593839270745812,1.2313691186717246
2019-09-12,2.7473909911784693,1.6458952943543945,1.1498716357256078
